idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
PI20230103210942;PASEO IMPERIAL;3;7;2;S332;2023-01-03 21:07:00;CALLE;DE LA ENCARNACION;1;28013
VC20230103211301;VICALVARO;3;14;2;S310;2023-01-03 21:12:00;CALLE;CIUDAD ENCANTADA;9;28030
VC20230103212207;VICALVARO;3;14;2;S340;2023-01-03 21:20:00;PASEO;DE REINA CRISTINA;SN;28014
RE20230103212947;EL RECUERDO;3;30;2;S312;2023-01-03 21:28:00;CALLE;CORREGIDOR DIEGO VALDERRÁBANO;25;28030
M220230103213736;MEDIODIA 2;3;43;2;S301;2023-01-03 21:35:00;CALLE;CARRIL DEL CONDE;92;28043
VC20230104002147;VICALVARO;1;16;3;S302;2023-01-03 22:40:00;CALLE;RECOLETOS;18;28001
VC20230103233414;VICALVARO;3;14;3;S308;2023-01-03 23:17:00;CALLE;PIRRA;0;28022
VC20230103234643;VICALVARO;1;14;3;S346;2023-01-03 23:45:00;CALLE;MARCENADO;;28002
M320230104002136;MEDIODIA 3;3;14;3;S302;2023-01-04 00:00:00;CALLE;PIO FELIPE;26;28038
ES20230104000353;ESCUADRON;3;13;3;S350;2023-01-04 00:03:00;AVENIDA;DE LA DEMOCRACIA;;28032
CO20230104002417;COLON;1;44;3;S370;2023-01-04 00:20:00;CALLE;ESPRONCEDA;16;28003
CO20230104002406;COLON;1;44;3;S364;2023-01-04 00:20:00;CALLE;ESPRONCEDA;16;28003
ES20230104011201;ESCUADRON;3;13;3;S357;2023-01-04 01:05:00;CALLE;COSTA RICA;18;28016
CO20230104012758;COLON;3;6;3;S354;2023-01-04 01:15:00;CALLE;RODRIGUEZ ESPINOSA;7;28053
CO20230104021852;COLON;3;6;3;S367;2023-01-04 02:10:00;CALLE;NICOLAS SANCHEZ;43;28026
CO20230104032402;COLON;3;42;3;S364;2023-01-04 03:20:00;CALLE;CABALLERO DE GRACIA;20;28013
CO20230104032547;COLON;1;42;3;S355;2023-01-04 03:20:00;CALLE;CABALLERO DE GRACIA;7;28013
M320230104035705;MEDIODIA 3;8;24;3;S302;2023-01-04 03:30:00;CALLE;BURGUETE;11;28050
VC20230104034915;VICALVARO;4;20;3;S357;2023-01-04 03:45:00;CAMINO;DE LA LEÑA;0;28051
ES20230104035505;ESCUADRON;4;13;3;S346;2023-01-04 03:53:00;CALLE;CAMINO DEL CURA;;0    
ES20230104040700;ESCUADRON;3;16;3;S350;2023-01-04 04:03:00;CALLE;CAMINO DEL CURA;;0    
M320230104044612;MEDIODIA 3;3;14;3;S370;2023-01-04 04:45:00;PUERTO;DE POZAZAL;;28031
VC20230104045748;VICALVARO;3;20;3;S354;2023-01-04 04:56:00;CALLE;MUGUET;10;28044
CO20230104052110;COLON;3;46;3;S364;2023-01-04 05:20:00;CALLE;LOS URQUIZA;29;28017
CO20230104052349;COLON;3;6;3;S355;2023-01-04 05:23:00;AVENIDA;ABRANTES;22;28025
CO20230104062230;COLON;3;20;3;S367;2023-01-04 06:15:00;CALLE;PINAR DE SAN JOSE;SN;28044
CO20230104090513;COLON;3;7;1;S302;2023-01-04 09:03:00;CALLE;BARCO;3;28004
VC20230104091007;VICALVARO;3;14;1;S314;2023-01-04 09:09:00;AVENIDA;POBLADURA DEL VALLE;0;28037
RE20230104093248;EL RECUERDO;1;7;1;S284;2023-01-04 09:31:00;CALLE;PRIM;5;28000
CO20230104093745;COLON;3;30;1;S370;2023-01-04 09:35:00;CALLE;CORREGIDOR DIEGO VALDERRÁBANO;SN;28030
CO20230104094946;COLON;3;6;1;S357;2023-01-04 09:45:00;CALLE;MANUEL CORTINA;12;28026
VC20230104094739;VICALVARO;3;20;1;S340;2023-01-04 09:45:00;CAMINO;LEÑA;0;28051
RE20230104101358;EL RECUERDO;3;30;1;S307;2023-01-04 10:07:00;CALLE;CORREGIDOR DIEGO VALDERRABANO;SN;28030
ES20230104101250;ESCUADRON;3;13;1;S317;2023-01-04 10:11:00;AVENIDA;MONTE IGUELDO;;28053
CO20230104101814;COLON;3;31;1;S364;2023-01-04 10:12:00;CALLE;ZURBARAN;0;28010
RE20230104101654;EL RECUERDO;3;30;1;S309;2023-01-04 10:14:00;CALLE;CORREGIDOR DIEGO DE VALDERRABANO;SN;28030
PI20230104102638;PASEO IMPERIAL;3;30;1;S327;2023-01-04 10:15:00;CALLE;CORREGIDOR DIEGO DE VALDERRABANO;35;28030
VC20230104103005;VICALVARO;4;14;1;S312;2023-01-04 10:28:00;CALLE;MOTA DEL CUERVO;2;28043
RE20230104103143;EL RECUERDO;3;30;1;S310;2023-01-04 10:30:00;CALLE;CORREGIDOR DIEGO VALDERRABANO;72;28030
RE20230104103325;EL RECUERDO;3;30;1;S324;2023-01-04 10:31:00;CALLE;CORREGIDOR DIEGO DE VALDERRABANO;25;28030
CO20230104103825;COLON;3;44;1;S346;2023-01-04 10:36:00;CALLE;DOCTOR SEVERO OCHOA;;28040
ES20230104104044;ESCUADRON;1;14;1;S350;2023-01-04 10:39:00;CALLE;AZOR;17;28024
ES20230104104110;ESCUADRON;1;14;1;S355;2023-01-04 10:40:00;CALLE;SAN VICENTE FERRER;;28015
VC20230104104245;VICALVARO;4;14;1;S334;2023-01-04 10:40:00;CARRETERA;DE VILLAVERDE A VALLECAS;0;0
PI20230104104320;PASEO IMPERIAL;3;7;1;S336;2023-01-04 10:40:00;CALLE;CARLOS DOMINGO;19;28047
VC20230104110247;VICALVARO;3;14;1;S329;2023-01-04 10:45:00;CALLE;MATILDE HERNADEZ;31;28025
CO20230104110357;COLON;3;31;1;S313;2023-01-04 11:02:00;CALLE;AVIACION ESPAÑOLA;6;0    
VC20230104111600;VICALVARO;3;14;1;S305;2023-01-04 11:13:00;CALLE;ALAR DEL REY;0;28042
VC20230104111718;VICALVARO;3;20;1;S314;2023-01-04 11:15:00;CALLE;QUIJORNA;1;28031
M320230104112015;MEDIODIA 3;3;30;1;S337;2023-01-04 11:16:00;AVENIDA;DE PABLO NERUDA;0;
M320230104112228;MEDIODIA 3;3;30;1;S343;2023-01-04 11:21:00;CALLE;LOS EXTREMEÑOS;0;28018
RE20230104112510;EL RECUERDO;3;7;1;S306;2023-01-04 11:22:00;CALLE;HACIENDA DE PAVONES;33;28031
VC20230104112603;VICALVARO;3;20;1;S215;2023-01-04 11:23:00;AVENIDA;DAROCA;0;28021
PI20230104113313;PASEO IMPERIAL;3;7;1;S320;2023-01-04 11:25:00;AVENIDA;OROVILLA;56;28041
CO20230104113749;COLON;3;7;1;S340;2023-01-04 11:35:00;CALLE;LOS EXTREMEÑOS;11;28018
PI20230104121715;PASEO IMPERIAL;3;7;1;S319;2023-01-04 12:05:00;AVENIDA;OROVILLA;58;28041
PI20230104121903;PASEO IMPERIAL;3;32;1;S317;2023-01-04 12:10:00;CALLE;SAN DAMASO;12;28019
VC20230104121143;VICALVARO;3;16;1;S367;2023-01-04 12:10:00;AVENIDA;LOS POBLADOS;0;28029
RE20230104121626;EL RECUERDO;3;5;1;S310;2023-01-04 12:14:00;CALLE;BARRANQUILLA;0;28031
CO20230104123012;COLON;3;3;1;S355;2023-01-04 12:28:00;CALLE;JUAN DE AUSTRIA;15;28010
PI20230104124107;PASEO IMPERIAL;3;8;1;S328;2023-01-04 12:35:00;AVENIDA;MANZANARES;100;28019
PI20230104124305;PASEO IMPERIAL;3;30;1;S327;2023-01-04 12:35:00;CALLE;LOS EXTREMEÑOS;12;28018
M320230104123904;MEDIODIA 3;3;32;1;S338;2023-01-04 12:36:00;CALLE;SAN DAMASO;12;28019
ES20230104124223;ESCUADRON;3;7;1;S350;2023-01-04 12:41:00;CALLE;SAN DAMASO;14;28019
CO20230104124942;COLON;3;30;1;S302;2023-01-04 12:48:00;CALLE;AQUILES;;28022
VC20230104132136;VICALVARO;3;14;1;S343;2023-01-04 13:10:00;CAMINO;D PERALES;0;28041
VC20230104133602;VICALVARO;3;14;1;S370;2023-01-04 13:24:00;CALLE;EMILIO FERRARI;44;28017
VC20230104132508;VICALVARO;3;7;1;S324;2023-01-04 13:24:00;CALLE;JAVIER DE MIGUEL;38;28038
PI20230104134852;PASEO IMPERIAL;3;24;1;S336;2023-01-04 13:25:00;PLAZA;MORERAS;;28011
ES20230104133417;ESCUADRON;1;14;1;S309;2023-01-04 13:33:00;CALLE;MAURICIO RAVEL;6;28046
ES20230104134142;ESCUADRON;1;16;1;S284;2023-01-04 13:40:00;AVENIDA;LOS POBLADOS;;28025
ES20230104134646;ESCUADRON;1;14;1;S284;2023-01-04 13:44:00;CALLE;VIZCAYA;;28045
ES20230104135618;ESCUADRON;1;14;1;S284;2023-01-04 13:55:00;CALLE;DOCTOR SANTERO;;28039
PI20230104140217;PASEO IMPERIAL;3;44;1;S337;2023-01-04 13:55:00;CALLE;JUAN PEÑALVER;40;28021
ES20230104140348;ESCUADRON;1;14;1;S284;2023-01-04 14:02:00;CALLE;GARGANTA DE LOS MONTES;;28045
VC20230104140951;VICALVARO;3;14;1;S317;2023-01-04 14:07:00;CALLE;ANTOÑITA JIMENEZ;44;28019
RE20230104142337;EL RECUERDO;3;44;1;S307;2023-01-04 14:19:00;CALLE;RAMIREZ DE ARELLANO;7;28043
RE20230104142406;EL RECUERDO;1;20;1;S312;2023-01-04 14:22:00;CALLE;FLORENTINO RODRIGUEZ ALONS;74;28055
RE20230104142604;EL RECUERDO;3;44;1;S310;2023-01-04 14:23:00;CALLE;RAMIREZ DE ARELLANO;7;28043
CO20230104142721;COLON;1;8;1;S357;2023-01-04 14:23:00;CALLE;FUENCARRAL;0;28010
CO20230104153918;COLON;3;44;2;S369;2023-01-04 15:35:00;CALLE;ODONNELL;5;
CO20230104160518;COLON;3;33;2;S364;2023-01-04 16:00:00;CALLE;POETA ANGELA FIGUERA;02;28003
PI20230104160344;PASEO IMPERIAL;3;44;2;S337;2023-01-04 16:02:00;CALLE;CONCILIACION;27;28041
CO20230104161131;COLON;3;6;2;S354;2023-01-04 16:10:00;CALLE;GRANADA;35;28007
VC20230104161915;VICALVARO;3;14;2;S302;2023-01-04 16:16:00;ZONA;AEROPUERTO BARAJAS T1 LLEGADAS;0;00000
VC20230104165631;VICALVARO;4;20;2;S301;2023-01-04 16:55:00;CALLE;PICO DE LOS ARTILLEROS;121;28030
PI20230104170901;PASEO IMPERIAL;3;30;2;S321;2023-01-04 17:05:00;CALLE;AVENIDA DE LA PESETA;0;28054
M320230104171137;MEDIODIA 3;3;7;2;S320;2023-01-04 17:10:00;CALLE;PABLO CASALS;SN;28011
PI20230104171548;PASEO IMPERIAL;3;30;2;S337;2023-01-04 17:14:00;CALLE;SAAVEDRA FAJARDO;0;28011
PI20230104173256;PASEO IMPERIAL;3;9;2;S333;2023-01-04 17:29:00;CALLE;SANCHO PANZA;0;28053
M320230104173535;MEDIODIA 3;4;30;2;S326;2023-01-04 17:30:00;CALLE;DE LOS MORALES;23;28054
ES20230104173856;ESCUADRON;3;14;2;S306;2023-01-04 17:36:00;CALLE;MANUEL BARTOLOME COSSIO;10;28040
VC20230104174412;VICALVARO;3;14;2;S343;2023-01-04 17:42:00;CALLE;CAMINO VIEJO DE VILCÁLVARO;SN;28032
M320230104181247;MEDIODIA 3;3;30;2;S370;2023-01-04 18:00:00;CALLE;FUENTE CARRANTONA;12;28030
ES20230104182920;ESCUADRON;1;30;2;S284;2023-01-04 18:26:00;CALLE;PABLO CASALS;10;28011
PI20230104182939;PASEO IMPERIAL;1;20;2;S320;2023-01-04 18:27:00;CALLE;PABLO CASALS;20;28011
ES20230104183335;ESCUADRON;1;14;2;S284;2023-01-04 18:31:00;PASEO;DELICIAS;82;28045
ES20230104183935;ESCUADRON;1;30;2;S284;2023-01-04 18:35:00;CALLE;PABLO CASALS;10;28011
CO20230104184942;COLON;3;44;2;S367;2023-01-04 18:46:00;CALLE;LUCANO;75;28027
ES20230104185121;ESCUADRON;1;14;2;S302;2023-01-04 18:50:00;CALLE;BARQUILLO;0;28004
PI20230104190201;PASEO IMPERIAL;3;30;2;S332;2023-01-04 19:00:00;CALLE;SAAVEDRA FAJARDO;0;28011
VC20230104193721;VICALVARO;4;14;2;S201;2023-01-04 19:36:00;CALLE;NOVIEMBRE;1;28022
ES20230104194335;ESCUADRON;3;14;2;S310;2023-01-04 19:39:00;CALLE;MAURICIO LEGENDRE;SN;28046
VC20230104194717;VICALVARO;4;14;2;S301;2023-01-04 19:41:00;CALLE;DE VILLALMAZO;10;28032
CO20230104195317;COLON;3;30;2;S364;2023-01-04 19:50:00;CALLE;TORRE ARIAS;;28022
RE20230104195248;EL RECUERDO;4;46;2;S309;2023-01-04 19:51:00;AVENIDA;DE LOS ANDES;22;
CO20230104195535;COLON;3;30;2;S369;2023-01-04 19:53:00;CALLE;TORRE ARIAS;0;16
VC20230104202323;VICALVARO;3;14;2;S340;2023-01-04 20:22:00;CALLE;LOS EXTREMEÑOS;0;28018
ES20230104205800;ESCUADRON;1;14;2;S284;2023-01-04 20:55:00;CALLE;MAURICIO LEGENDRE;54;28046
RE20230104210501;EL RECUERDO;3;44;2;S312;2023-01-04 21:03:00;CALLE;ISLAS CIES;43;28035
VC20230104214448;VICALVARO;3;14;2;S343;2023-01-04 21:43:00;CALLE;MAYORAZGO;120;
PI20230104214750;PASEO IMPERIAL;3;13;2;S327;2023-01-04 21:46:00;CALLE;SAN BRAULIO;0;28019
CO20230104231352;COLON;3;6;3;S315;2023-01-04 23:12:00;CALLE;EZEQUIEL SOLANA;29;28017
CO20230105004735;COLON;3;46;3;S370;2023-01-05 00:40:00;CALLE;LOPEZ GRASS;34;28012
M320230105005654;MEDIODIA 3;3;16;3;S319;2023-01-05 00:54:00;CALLE;CMNO VINATEROS;70;28030
CO20230105013004;COLON;4;30;3;S354;2023-01-05 01:20:00;CALLE;ESTEFANITA;10;28021
CO20230105013742;COLON;3;7;3;S367;2023-01-05 01:30:00;CALLE;GENOVA;0;28004
M320230105014257;MEDIODIA 3;3;14;3;S364;2023-01-05 01:35:00;CALLE;LESACA;161;28041
ES20230105014213;ESCUADRON;3;14;3;S360;2023-01-05 01:40:00;CALLE;SANTA SUSANA;36;28033
M320230105032243;MEDIODIA 3;1;14;3;S319;2023-01-05 03:15:00;BULEVAR;DE LA NATURALEZA;36;28031
M320230105032110;MEDIODIA 3;1;14;3;S370;2023-01-05 03:15:00;CALLE;BULEVAR DE LA NATURALEZA;36;28031
VC20230105050817;VICALVARO;3;37;3;S367;2023-01-05 04:45:00;CALLE;EUGENIA DE MONTIJO;97;28044
ES20230105045814;ESCUADRON;3;49;3;S354;2023-01-05 04:50:00;CALLE;ARTURO SORIA;112;28033
M320230105050301;MEDIODIA 3;3;14;3;S364;2023-01-05 05:00:00;AVENIDA;BULEVAR DE LA NATURALEZA;8;28031
ES20230105050700;ESCUADRON;1;49;3;S370;2023-01-05 05:05:00;VIA;CARPETANA;0;28047
CO20230105053254;COLON;1;13;3;S360;2023-01-05 05:25:00;CALLE;ALFONSO XII;28;28014
CO20230105054121;COLON;3;14;3;S355;2023-01-05 05:40:00;CALLE;JORGE JUAN;59;28001
CO20230105061711;COLON;3;13;3;S367;2023-01-05 06:10:00;CALLE;MARCELO USERA;144;28024
CO20230105071148;COLON;3;7;1;S346;2023-01-05 07:10:00;CALLE;SAN RESTITUTO;24;28036
RE20230105072738;EL RECUERDO;3;7;1;S319;2023-01-05 07:25:00;CALLE;SAN RESTITUTO;24;28036
CO20230105082303;COLON;3;6;1;S364;2023-01-05 08:22:00;CALLE;PEONIAS;12;28042
VC20230105090000;VICALVARO;3;7;1;S301;2023-01-05 08:45:00;CALLE;VILLABLANCA;0;28032
CO20230105085232;COLON;3;7;1;S302;2023-01-05 08:51:00;CALLE;VIA LUSITANA;0;28054
VC20230105094039;VICALVARO;3;7;1;S343;2023-01-05 09:38:00;CALLE;RAMON PEREZ DE AYALA;0;28038
VC20230105094159;VICALVARO;3;44;1;S338;2023-01-05 09:41:00;CALLE;FAUSTINO  OSORIO;16;28047
VC20230105094617;VICALVARO;3;7;1;S340;2023-01-05 09:42:00;AVENIDA;BUENOS AIRES;0;28018
RE20230105094854;EL RECUERDO;3;30;1;S346;2023-01-05 09:47:00;AVENIDA;MONFORTE DE LEMOS;13;28029
ES20230105095246;ESCUADRON;6;8;1;S284;2023-01-05 09:51:00;CALLE;TENERIFE;;28039
ES20230105095527;ESCUADRON;6;8;1;S284;2023-01-05 09:54:00;CALLE;MARQUES DE LEGANES;3;28004
ES20230105095646;ESCUADRON;6;8;1;S284;2023-01-05 09:55:00;CALLE;LIBREROS;14;28004
ES20230105095838;ESCUADRON;7;8;1;S284;2023-01-05 09:57:00;CALLE;SILVA;;0
ES20230105095955;ESCUADRON;7;8;1;S284;2023-01-05 09:59:00;CALLE;SILVA;;0
RE20230105100347;EL RECUERDO;3;30;1;S307;2023-01-05 10:02:00;PLAZA;MAYOR DE BARAJAS;1;
VC20230105100427;VICALVARO;3;30;1;S324;2023-01-05 10:03:00;AVENIDA;PALOMERA;145;28018
RE20230105100817;EL RECUERDO;3;7;1;S370;2023-01-05 10:07:00;CALLE;CRONOS;0;28037
RE20230105100929;EL RECUERDO;3;3;1;S311;2023-01-05 10:08:00;CALLE;JULIO PALACIOS;27;28029
RE20230105101121;EL RECUERDO;3;30;1;S309;2023-01-05 10:09:00;PLAZA;MAYOR BARAJAS;1;
ES20230105101332;ESCUADRON;7;8;1;S284;2023-01-05 10:12:00;CALLE;SILVA;;0
ES20230105101652;ESCUADRON;3;30;1;S215;2023-01-05 10:14:00;AVENIDA;MONFORTE DE LEMOS;;28035
PI20230105101618;PASEO IMPERIAL;3;30;1;S327;2023-01-05 10:14:00;CALLE;NUESTRA SEÑORA DE LA LUZ;72;28047
CO20230105102118;COLON;3;30;1;S367;2023-01-05 10:16:00;PLAZA;CANOVAS DEL CASTILLO;1;28014
PI20230105101822;PASEO IMPERIAL;3;7;1;S320;2023-01-05 10:16:00;CALLE;CARLOS DOMINGO;19;28019
PI20230105102029;PASEO IMPERIAL;3;7;1;S331;2023-01-05 10:18:00;CALLE;NUESTRA SEÑORA DE LA LUZ;72;28047
VC20230105102656;VICALVARO;4;14;1;S301;2023-01-05 10:20:00;CALLE;CERRO DEL MURMULLO;13;28051
PI20230105102157;PASEO IMPERIAL;3;7;1;S350;2023-01-05 10:20:00;CALLE;DE BURJASOT;;28021
VC20230105102940;VICALVARO;4;7;1;S322;2023-01-05 10:28:00;AVENIDA;PALOMERAS;111;28018
PI20230105104003;PASEO IMPERIAL;3;7;1;S360;2023-01-05 10:36:00;CALLE;VIA LUSITANA;0;28054
RE20230105104459;EL RECUERDO;3;30;1;S319;2023-01-05 10:41:00;CALLE;MONFORTE DE LEMOS;13;28035
PI20230105105145;PASEO IMPERIAL;3;30;1;S334;2023-01-05 10:43:00;CALLE;NUESTRA SEÑORA DE LA LUZ;72;28047
PI20230105105427;PASEO IMPERIAL;3;7;1;S335;2023-01-05 10:52:00;CALLE;NUESTRA SEÑORA DE LA LUZ;72;28047
PI20230105105741;PASEO IMPERIAL;3;7;1;S337;2023-01-05 10:54:00;CALLE;PALOMARES;111;28021
RE20230105105716;EL RECUERDO;3;30;1;S364;2023-01-05 10:56:00;PLAZA;MAYOR BARAJAS;20;
RE20230105105845;EL RECUERDO;3;5;1;S312;2023-01-05 10:57:00;AVENIDA;CELIO VILLALBA;2;28033
RE20230105110006;EL RECUERDO;3;30;1;S354;2023-01-05 10:58:00;PLAZA;MAYOR BARAJAS;14;
RE20230105110130;EL RECUERDO;3;30;1;S308;2023-01-05 11:00:00;AVENIDA;MONFORTE DE LEMOS;13;28029
RE20230105111949;EL RECUERDO;3;30;1;S355;2023-01-05 11:18:00;CALLE;AV MONFORTE DE LEMOS;13;28029
M320230105113851;MEDIODIA 3;3;7;1;S317;2023-01-05 11:37:00;AVENIDA;DE PALOMERAS;111;28018
M320230105114135;MEDIODIA 3;3;14;1;S329;2023-01-05 11:40:00;CALLE;VIA LUSITANA;0;28054
PI20230105120233;PASEO IMPERIAL;3;7;1;S313;2023-01-05 11:49:00;CALLE;SAN DAMASO;12;28019
VC20230105115754;VICALVARO;3;14;1;S324;2023-01-05 11:56:00;AVENIDA;BUENOS AIRES;93;28018
ES20230105120056;ESCUADRON;1;14;1;S284;2023-01-05 11:59:00;CALLE;HORTALEZA;;28004
CO20230105120722;COLON;3;7;1;S360;2023-01-05 12:00:00;AVENIDA;BUENOS AIRES;SN;28000
RE20230105120342;EL RECUERDO;3;30;1;S309;2023-01-05 12:01:00;AVENIDA;MONFORTE LEMOS;13;28035
RE20230105120537;EL RECUERDO;3;30;1;S308;2023-01-05 12:03:00;CALLE;MONFORTE LEMOS;13;28029
PI20230105124147;PASEO IMPERIAL;3;30;1;S331;2023-01-05 12:29:00;AVENIDA;PALOMERAS;144;28018
VC20230105123429;VICALVARO;1;16;1;S367;2023-01-05 12:31:00;CALLE;ALCALA;0;28022
RE20230105125121;EL RECUERDO;3;30;1;S306;2023-01-05 12:50:00;CALLE;SANTA VIRGILIA;10;00000
RE20230105125246;EL RECUERDO;3;7;1;S305;2023-01-05 12:51:00;CALLE;SANTA VIRGILIA;3;00000
PI20230105130854;PASEO IMPERIAL;3;7;1;S327;2023-01-05 13:07:00;AVENIDA;MONTE IGUELDO;89;28053
RE20230105131251;EL RECUERDO;7;8;1;S303;2023-01-05 13:11:00;CALLE;PUERTA DEL SOL;5;0000 
RE20230105131556;EL RECUERDO;7;8;1;S303;2023-01-05 13:14:00;PLAZA;PUERTA DEL SOL;14;28001
RE20230105132859;EL RECUERDO;3;7;1;S370;2023-01-05 13:27:00;PASO;DE LA CASTELLANA;261;28046
RE20230105133018;EL RECUERDO;3;44;1;S307;2023-01-05 13:29:00;PASEO;CASTELLANA;0;28046
CO20230105135122;COLON;3;44;1;S354;2023-01-05 13:50:00;CALLE;ODONNELL;50;
M320230105135511;MEDIODIA 3;3;14;1;S334;2023-01-05 13:53:00;CALLE;AVDA LOS POBLADOS;0;28025
RE20230105140017;EL RECUERDO;1;16;1;S284;2023-01-05 13:58:00;CALLE;CARLOS Y GUILLERMO FERNANDEZ SHAW;2;28007
CO20230105142613;COLON;3;7;1;S367;2023-01-05 14:24:00;CALLE;JUAN DE URBIETA;8;28007
RE20230105144627;EL RECUERDO;3;30;1;S311;2023-01-05 14:44:00;AVENIDA;GENERAL;27;0    
VC20230105172810;VICALVARO;3;37;2;S337;2023-01-05 17:25:00;CALLE;FERRAZ;98;28008
VC20230105175034;VICALVARO;3;37;2;S305;2023-01-05 17:49:00;CALLE;MARIA SEVILLA DIAGO;13;28022
PI20230105175352;PASEO IMPERIAL;3;6;2;S332;2023-01-05 17:53:00;AVENIDA;MANZANARES;172;28019
RE20230105182323;EL RECUERDO;1;46;2;S284;2023-01-05 18:21:00;CALLE;DOCTOR ESQUERDO;187;28007
RE20230105185123;EL RECUERDO;4;3;2;S309;2023-01-05 18:48:00;PLAZA;DE LA REVERENCIA;2;28027
RE20230105184950;EL RECUERDO;3;54;2;S310;2023-01-05 18:49:00;CALLE;CANGAS DE ONIS;32;28037
VC20230105190830;VICALVARO;4;14;2;S314;2023-01-05 19:07:00;CALLE;PRIMAVERA DE PRAGA;5;28030
CO20230105191142;COLON;4;7;2;S355;2023-01-05 19:08:00;PLAZA;DE LA REVERENCIA;02;28027
VC20230105191238;VICALVARO;4;20;2;S301;2023-01-05 19:10:00;CALLE;ALBASANZ;21;28037
CO20230105195222;COLON;3;19;2;S364;2023-01-05 19:49:00;CALLE;EL MOLAR;02;28039
PI20230105210746;PASEO IMPERIAL;3;54;2;S337;2023-01-05 21:04:00;CALLE;ARENAS DE SAN PEDRO;2;28024
PI20230105210559;PASEO IMPERIAL;3;7;2;S320;2023-01-05 21:05:00;CALLE;PUENTELARRA;0;28031
M320230105211024;MEDIODIA 3;3;44;2;S336;2023-01-05 21:09:00;CALLE;ARENAS DE SAN PEDRO;2;28024
ES20230105213653;ESCUADRON;1;13;2;S284;2023-01-05 21:34:00;CALLE;SAN BERNABE;12;28005
VC20230105214301;VICALVARO;3;14;2;S324;2023-01-05 21:41:00;CALLE;HERMANOS GARCÍA NOBLEJAS;SN;28037
VC20230105223128;VICALVARO;3;20;2;S301;2023-01-05 22:29:00;AVENIDA;PEÑA PRIETA;0;28038
CO20230105231136;COLON;3;6;3;S346;2023-01-05 23:10:00;CALLE;BRETON DE LOS HERREROS;7;28003
CO20230106001706;COLON;3;44;3;S308;2023-01-05 23:51:00;CALLE;GERMAN PEREZ CARRASCO;19;28027
M320230106001848;MEDIODIA 3;3;14;3;S315;2023-01-06 00:17:00;CALLE;ANTONIO SALVADOR;0;28026
ES20230106004607;ESCUADRON;4;14;3;S360;2023-01-06 00:45:00;CALLE;CUEVAS DE ALTAMIRA;3;28054
ES20230106012450;ESCUADRON;3;13;3;S370;2023-01-06 01:23:00;CALLE;ALCALDE SAINZ DE BARANDA;0;28007
CO20230106013628;COLON;3;54;3;S355;2023-01-06 01:34:00;CALLE;SAN BERNARDO;24;28013
CO20230106014242;COLON;3;46;3;S364;2023-01-06 01:40:00;CALLE;DIEGO AYLLON;11;28043
VC20230106021037;VICALVARO;3;20;3;S367;2023-01-06 02:06:00;CALLE;DEL MOLINO VIEJO;14;28032
VC20230106022514;VICALVARO;3;37;3;S315;2023-01-06 02:15:00;CALLE;SAN MARCOS;15;28004
ES20230106024954;ESCUADRON;3;14;3;S308;2023-01-06 02:48:00;AVENIDA;MONASTERIO DE EL ESCORIAL;86;28049
ES20230106025614;ESCUADRON;3;14;3;S360;2023-01-06 02:55:00;CALLE;VALMOJADO;277;28047
ES20230106030209;ESCUADRON;1;13;3;S346;2023-01-06 03:00:00;CALLE;GRAN VIA;0;28013
ES20230106035136;ESCUADRON;3;49;3;S355;2023-01-06 03:50:00;CALLE;ALMAGRO;44;28010
CO20230106035454;COLON;3;5;3;S367;2023-01-06 03:50:00;CALLE;CAMPO DE LA PALOMA;12;28018
ES20230106042028;ESCUADRON;3;13;3;S308;2023-01-06 04:19:00;AVENIDA;ANDALUCIA;0;28021
M320230106043806;MEDIODIA 3;4;14;3;S315;2023-01-06 04:36:00;CALLE;HORNERO;12;28019
M320230106044841;MEDIODIA 3;3;14;3;S354;2023-01-06 04:47:00;CALLE;AMALIA MARCOS;8;28031
ES20230106051324;ESCUADRON;3;13;3;S370;2023-01-06 05:00:00;AVENIDA;ALBUFERA;100;28031
CO20230106061310;COLON;3;28;3;S367;2023-01-06 06:05:00;AVENIDA;SENECA;SN;28040
ES20230106080928;ESCUADRON;1;13;1;S319;2023-01-06 07:15:00;CALLE;DE FUENCARRAL;14;28004
ES20230106080202;ESCUADRON;3;13;1;S363;2023-01-06 07:35:00;CALLE;GRAN VIA;62;28013
PI20230106083111;PASEO IMPERIAL;3;7;1;S320;2023-01-06 08:29:00;PLAZA;CASCORRO;13;0    
CO20230106085352;COLON;4;7;1;S304;2023-01-06 08:45:00;CALLE;DE EMBAJADORES;4;28012
PI20230106085125;PASEO IMPERIAL;3;7;1;S350;2023-01-06 08:50:00;CALLE;EMBAJADORES;2;28053
PI20230106090148;PASEO IMPERIAL;3;7;1;S332;2023-01-06 09:00:00;CALLE;DE EMBAJADORES;1;28045
VC20230106090733;VICALVARO;4;7;1;S324;2023-01-06 09:04:00;CALLE;PEDERNAL;SN;28032
ES20230106102738;ESCUADRON;3;13;1;S303;2023-01-06 10:15:00;PASEO;CASTELLANA;177;28046
RE20230106102522;EL RECUERDO;3;7;1;S309;2023-01-06 10:23:00;ZONA;AEROPUERTO BARAJAS T4 SALIDAS;SN;0
ES20230106111756;ESCUADRON;4;13;1;S314;2023-01-06 10:30:00;CALLE;LUIS RUIZ;24;28017
